GSM	Title	Group	plasma_secretory_score	myeloid_inflammatory_score	t_nk_cytotoxic_exhaustion_score	stromal_ecm_score	endothelial_angiogenic_score	erythroid_megak_score	cycling_proliferation_score
GSM8329290	hHBM1	control	0.0	0.0	0.0	0.0	0.0	0.22534609792395172	0.0
GSM8329291	hHBM2	control	0.0	0.397495943984048	0.0	0.21129736153566278	0.0	0.5689878311268024	0.0
GSM8329292	hHBM3	control	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSM8329293	hMM1	MM	0.8576980214021341	0.5649683912966178	0.0	0.39591714750985285	0.0	0.6472632013513396	0.0
GSM8329294	hMM2	MM	0.9083466780850218	1.3029354238913269	0.13993529013711808	0.36518354559158034	0.0	1.2715218210043586	0.10620978348671845
GSM8329295	hMM3	MM	0.5605907842030626	0.3301515202818926	0.08726467497240648	0.22284006409544965	0.23274979699914922	0.3179212820857859	0.0
GSM8329296	hMM4	MM	0.4764556306383163	0.25322543001568354	0.0	0.3559879319457283	0.0	0.6500674123321664	0.0
GSM8329297	hMM5	MM	1.099753774934679	0.0	0.0	0.4576295764888955	0.0	0.0	0.0
GSM8329298	hMM6	MM	0.4227819646955058	0.0	0.0	0.0	0.0	0.0	0.0
