comparison	label	rank	gene	mean_in_log_norm	mean_out_log_norm	log_norm_difference	pct_in	pct_out	score
cluster	0	16	IL2RG	1.6140414683602902	0.22661493165019642	1.3874265367100937	0.5006369426751592	0.09473783834942372	0.5631551885683842
cluster	0	17	PNRC1	1.4865404276433956	0.24953507407089623	1.2370053535724994	0.4687898089171974	0.10562180579216512	0.4492407641118991
cluster	0	18	RGS1	1.3017788410539841	0.10339555574462048	1.1983832853093637	0.39999999999999997	0.044009085746734684	0.426613561363112
cluster	0	19	SPARC	1.4967230234244888	0.29629382339669263	1.2004292000277963	0.46242038216560505	0.11934506908953472	0.41183762362519283
cluster	0	20	FTL	1.5350885718789358	0.33607085627320493	1.199017715605731	0.4777070063694267	0.1347719098996798	0.4111852559701869
cluster	0	21	UBE2J1	1.6000319237743055	0.40399642352097626	1.1960355002533292	0.4917197452229299	0.15095589627105813	0.4075656605494018
cluster	0	22	ACTB	1.5416005826781884	0.3710356706269156	1.1705649120512729	0.4726114649681528	0.14906303236797294	0.37873444255095673
cluster	0	23	OAZ1	1.754855679538135	0.6621934906251685	1.0926621889129664	0.5312101910828025	0.22496687488168884	0.33462049222027457
cluster	0	24	MCL1	1.5645546812128597	0.48733054475647	1.0772241364563897	0.48789808917197447	0.18843460155214478	0.32258929685148974
cluster	0	25	CLEC7A	1.0533861026897495	0.0960223327663334	0.9573637699234161	0.34267515923566877	0.040791217111489635	0.2890127489113465
cluster	0	26	KCNN3	1.0042063113894137	0.09938145469293627	0.9048248566964775	0.3273885350318471	0.042494794624266426	0.25777893783801265
cluster	0	27	TNFRSF17	1.2104874695293015	0.2703304468695928	0.9401570226597087	0.3847133757961783	0.1130986182093527	0.2553605218032685
cluster	0	28	MDM2	1.0295906966630604	0.12649047206159528	0.9031002246014651	0.3363057324840764	0.061044860874502595	0.24858815497460116
