comparison	label	rank	gene	mean_in_log_norm	mean_out_log_norm	log_norm_difference	pct_in	pct_out	score
cluster	5	1	IGKC	6.39418505878478	1.3612700197554148	5.0329150390293655	1.000000000000016	0.3464098426784762	3.2894637321451468
cluster	5	2	IGHG1	2.494800576063783	1.1778102664875407	1.3169903095762423	0.5651567944250928	0.24939491730536742	0.4158553323002825
cluster	5	3	ZNF550	0.7591127215097941	0.2681043479706337	0.49100837353916044	0.20209059233449383	0.11355385235982347	0.04347228069342246
cluster	5	4	ZNF549	0.590653165466471	0.21485039095076477	0.3758027745157062	0.16236933797909378	0.09358612343687046	0.025848922865076594
cluster	5	5	MT-CO3	2.657543102437024	2.1696350434179648	0.4879080590190594	0.6111498257839789	0.5619201290842619	0.024019565762855914
cluster	5	6	ORM1	0.3283853911037545	0.06664260787926726	0.2617427832244872	0.11498257839721282	0.034590560709963844	0.021042030458492747
cluster	5	7	FRZB	0.5756834589377712	0.29900412389999237	0.2766793350377788	0.18606271777003416	0.1223275514320301	0.01763420344092119
cluster	5	8	TMSB4X	1.7696950236303108	1.4541378227672048	0.315557200863106	0.4578397212543586	0.40258168616373763	0.01743707087839165
cluster	5	9	MT-ND4	2.491490842572312	2.035289943617586	0.45620089895472615	0.5777003484320617	0.545582896329114	0.014652010521500098
cluster	5	10	XBP1	0.7820600180299768	0.5288712316947217	0.2531887863352551	0.2404181184668974	0.1843485276321114	0.014196191653773808
cluster	5	11	LAMP5	0.260947085906753	0.05742951900444524	0.20351756690230774	0.09337979094076675	0.02773295683743453	0.013360283951549612
cluster	5	12	TCF3	0.4717828637507599	0.23392391000846244	0.23785895374229746	0.16027874564459904	0.11103267446551122	0.011713618966576536
cluster	5	13	QTRT1	0.296277057903468	0.12644827757689595	0.16982878032657203	0.10592334494773543	0.06958450988301786	0.006171380037529455
cluster	5	14	JSRP1	0.21790418855216664	0.07505107944856823	0.1428531091035984	0.08153310104529632	0.04164985881403814	0.005697445153867169
cluster	5	15	EEF2	0.6031375178287934	0.4071293248142154	0.19600819301457806	0.18885017421602715	0.16014521984671382	0.005626406236495024
cluster	5	16	POU4F1	0.180638587287468	0.045968731766809004	0.13466985552065902	0.06689895470383285	0.025816861637757222	0.005532519537694673
cluster	5	17	CCDC14	0.28777204942283924	0.13269933483971172	0.15507271458312752	0.10243902439024413	0.07291246470351002	0.004578763762922597
cluster	5	18	LMNB2	0.2302713455643665	0.10240986331915307	0.12786148224521343	0.08292682926829284	0.05516337232755179	0.0035498767566943088
cluster	5	19	KLHL26	0.17392545911741156	0.06538672218231653	0.10853873693509503	0.06689895470383285	0.03590157321500621	0.0033644166350925383
cluster	5	20	NDUFS6	0.28252467487073285	0.14059958543736606	0.1419250894333668	0.09547038327526153	0.07301331181928251	0.00318722187480133
cluster	5	21	PGAP2	0.2643901635970865	0.13234558982997055	0.13204457376711595	0.094076655052265	0.07281161758773753	0.0028079328081452824
cluster	5	22	TBXA2R	0.15008131174864686	0.05364750620210878	0.09643380554653808	0.05574912891986069	0.02793465106897951	0.0026822559484503657
cluster	5	23	APOE	0.6953242418324466	0.5277016053629704	0.16762263646947617	0.21324041811846578	0.19725695845099012	0.0026791896493658074
cluster	5	24	CD320	0.1581211184288263	0.057424789791827795	0.10069632863699851	0.05993031358885025	0.033682936668011434	0.0026430144922799555
cluster	5	25	SIDT2	0.1986934148883425	0.09301151294622928	0.10568190194211322	0.07526132404181197	0.050524405002017256	0.002614244652313579
cluster	5	26	F2RL3	0.1239321325669465	0.04055456105844198	0.08337757150850453	0.047386759581881564	0.020875352964905215	0.0022104567009979858
cluster	5	27	MT-ND1	1.9768480423958505	1.7263424083255896	0.25050563407026094	0.4933797909407706	0.4845703912867494	0.0022068042461089233
cluster	5	28	ICAM4	0.14848542532778877	0.05601115207399338	0.0924742732537954	0.05296167247386765	0.02954820492133935	0.002165143396271374
cluster	5	29	ARMC6	0.19715598825355948	0.0977769847881716	0.09937900346538789	0.0731707317073172	0.053247277127874484	0.0019799730616929354
cluster	5	30	HOMER3	0.15232822602850873	0.06473557895207213	0.0875926470764366	0.05714285714285721	0.034691407825736334	0.0019665818763890727
cluster	6	1	CD79A	3.5591027104939847	0.15858416830635	3.4005185421876347	0.9197080291970856	0.07168005777737742	2.883734841106483
cluster	6	2	EDNRB	2.4891585445991478	0.08155470849934578	2.4076038360998018	0.7627737226277403	0.041617766543288	1.7362578462951477
cluster	6	3	LTB	2.400890292234537	0.10000053297489375	2.3008897592596433	0.7554744525547475	0.04811772140471274	1.6275498588464918
cluster	6	4	MT-ND6	3.9717545637736547	1.3167460239427033	2.655008539830951	0.9489051094890568	0.3989347296199461	1.460176055206561
cluster	6	5	TXNDC5	3.591693723701596	1.1536470648703119	2.4380466588312837	0.9124087591240928	0.3163311365893273	1.45326505602498
cluster	6	6	TMSB4X	4.003726979940094	1.4319510532604016	2.5717759266796922	0.9525547445255532	0.3961361379434989	1.4309839775643858
cluster	6	7	HBA2	4.022640558655125	1.749478212148637	2.2731623465064876	0.9635036496350424	0.4258373205741804	1.2222028542055186
cluster	6	8	MT-CO3	4.990659282525579	2.1630617314360943	2.8275975510894846	0.978102189781028	0.5580030694231347	1.1878712439388257
cluster	6	9	ITM2C	2.5195569617954874	0.549445615630088	1.9701113461653994	0.759124087591244	0.1917486684120186	1.1177927508603414
cluster	6	10	MT-ND4L	4.437271062128807	1.9250346290781846	2.5122364330506226	0.9525547445255532	0.5190033402546043	1.0891836334097373
cluster	6	11	MT-ND4	4.48290505824208	2.033845667061915	2.4490593911801652	0.9708029197080352	0.5392254220456941	1.0569589236719923
cluster	6	12	MT-CYB	4.436901278294943	2.0735793635092095	2.363321914785734	0.9817518248175244	0.5347115645030401	1.05650004399274
cluster	6	13	MT-ND1	3.95862104229695	1.7035773310648448	2.255043711232105	0.941605839416064	0.47440642773316716	1.0535550952068558
cluster	6	14	SGK1	1.9459759942194332	0.1492132248608788	1.7967627693585544	0.6496350364963519	0.07276338358761487	1.036501508644749
cluster	6	15	TAPBP	2.252083254103997	0.5129271817898098	1.739156072314187	0.7481751824817547	0.19472781439017114	0.9625313509227826
cluster	6	16	PRG2	1.669395047560503	0.1039805610181696	1.5654144865423334	0.5766423357664239	0.046673286991062796	0.8296212263720107
cluster	6	17	CD74	2.470895063373703	0.8606231621108028	1.6102719012628999	0.7627737226277403	0.2534982395955452	0.8200720003288346
cluster	6	18	TMSB10	2.3353096985172335	0.7075034353245928	1.6278062631926407	0.7408759124087619	0.24212331858805258	0.8118725960049258
cluster	6	19	UBA52	2.025311768115068	0.4357902637667238	1.589521504348344	0.6642335766423375	0.1630405344407304	0.7966571184092216
cluster	6	20	AMPD1	1.6014563852879646	0.08665603066974772	1.514800354618217	0.5693430656934311	0.04694411844362216	0.7913301105461938
cluster	6	21	CYBA	1.9386121944670798	0.4408429700797388	1.497769224387341	0.6678832116788339	0.1605127742168434	0.7599238265945114
cluster	6	22	EEF2	1.8397156181825465	0.39708537000632466	1.4426302481762219	0.6167883211678843	0.15256838494176994	0.6696977218062292
cluster	6	23	MTDH	1.7163551496550677	0.3066012384957024	1.4097539111593653	0.5948905109489059	0.12530468538413148	0.6620004542149402
cluster	6	24	RACK1	1.584496623781999	0.2508884790063131	1.333608144775686	0.5620437956204383	0.11113117270019146	0.6013407465086088
cluster	6	25	MT-ND2	3.194364135543417	1.7374203608930119	1.4569437746504053	0.8759124087591288	0.4855105172881028	0.5687936053904544
cluster	6	26	CKLF	1.4021049047382224	0.16306073247945954	1.2390441722587628	0.5364963503649635	0.08052721856098331	0.5649658954916092
