analysis_type	feature	score	n	n_feature_0	n_feature_1	effect	effect_label	statistic	p_value	fdr
subtype_probability_spearman	Low purity	XBP1_z	707			-0.08644824749721183	spearman_rho	-0.08644824749721183	0.02151341334744685	0.05228576408493412
subtype_probability_spearman	Low purity	JCHAIN_z	707			0.026825393637258402	spearman_rho	0.026825393637258402	0.47637865623105935	0.6017414605023907
subtype_probability_spearman	HRD, low TP53	plasma_secretory_score_z	707			-0.24560734087264888	spearman_rho	-0.24560734087264888	3.575347416849786e-11	3.391462003172893e-10
subtype_probability_spearman	HRD, low TP53	clinical_subtype_module_score_z	707			-0.20571968287260342	spearman_rho	-0.20571968287260342	3.400821184167817e-08	2.5113756436931575e-07
subtype_probability_spearman	HRD, low TP53	TXNDC5_z	707			-0.21324473604863312	spearman_rho	-0.21324473604863312	1.0281414559633245e-08	7.896126381798332e-08
subtype_probability_spearman	HRD, low TP53	POU2AF1_z	707			-0.2160760369665483	spearman_rho	-0.2160760369665483	6.4797676489167056e-09	5.1838141191333645e-08
subtype_probability_spearman	HRD, low TP53	XBP1_z	707			-0.283095422107698	spearman_rho	-0.283095422107698	1.6997376369536984e-14	2.331068759250786e-13
subtype_probability_spearman	HRD, low TP53	JCHAIN_z	707			0.05053822901415441	spearman_rho	0.05053822901415441	0.1795101434118192	0.27795118979894584
subtype_probability_spearman	HRD, ++15	plasma_secretory_score_z	707			0.1749590910099379	spearman_rho	0.1749590910099379	2.8690038295638827e-06	1.6201433390478395e-05
subtype_probability_spearman	HRD, ++15	clinical_subtype_module_score_z	707			0.2814389108586921	spearman_rho	0.2814389108586921	2.4456981689318118e-14	3.1304936562327193e-13
subtype_probability_spearman	HRD, ++15	TXNDC5_z	707			0.06663585275869627	spearman_rho	0.06663585275869627	0.07661970576323238	0.14282508258777296
subtype_probability_spearman	HRD, ++15	POU2AF1_z	707			0.2557182877046597	spearman_rho	0.2557182877046597	5.110652545314929e-12	5.164448887897192e-11
subtype_probability_spearman	HRD, ++15	XBP1_z	707			0.19025621240705087	spearman_rho	0.19025621240705087	3.46022164881212e-07	2.2145418552397565e-06
subtype_probability_spearman	HRD, ++15	JCHAIN_z	707			0.11652494331861082	spearman_rho	0.11652494331861082	0.0019129007835587913	0.006496857947192208
subtype_probability_spearman	HRD, ++15, MYC	plasma_secretory_score_z	707			0.05358297109405237	spearman_rho	0.05358297109405237	0.15466531800289074	0.24746450880462517
subtype_probability_spearman	HRD, ++15, MYC	clinical_subtype_module_score_z	707			0.12628153349811408	spearman_rho	0.12628153349811408	0.0007646076862318478	0.002936093515130295
subtype_probability_spearman	HRD, ++15, MYC	TXNDC5_z	707			0.006632611005262334	spearman_rho	0.006632611005262334	0.8602566270112417	0.894573931969187
subtype_probability_spearman	HRD, ++15, MYC	POU2AF1_z	707			0.15727279094154087	spearman_rho	0.15727279094154087	2.662452290322665e-05	0.00013452390519525046
subtype_probability_spearman	HRD, ++15, MYC	XBP1_z	707			0.017947245842134817	spearman_rho	0.017947245842134817	0.6337881898055975	0.7465480517955504
subtype_probability_spearman	HRD, ++15, MYC	JCHAIN_z	707			0.06363538738356245	spearman_rho	0.06363538738356245	0.09088432967171486	0.1646206726129175
