file_id	file_name	data_category	data_type	data_format	experimental_strategy	access	case_projects
68831f1e-7c6d-423e-8e19-cce4922237e9	9ce935a5-3d2f-4ab0-9785-b4a28313e8eb.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
65b2063f-32b1-4fa9-bc3b-2848fbd938f8	9974ae21-5813-43a1-89e0-60775e89bd4b_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
059b9cff-d1f5-4e60-b7c4-1b0dcf582b36	87c86cea-14f2-497f-8d8e-25d2297ef4d2_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
01888e3c-45ec-493f-9a8a-57cada28dc6c	1b166f66-85d0-4c18-aaee-fe0abe0338d1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
c25100fd-eb22-483c-9bb2-26257a6f4049	4a1f5f72-d9c0-4cee-b69a-5e9baea6f665.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
cecfa7eb-7774-4acb-a939-7fc2c6e6ef10	28ee3050-59fa-4b12-ae15-94b8314e6f6b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
520bce32-b4fb-4fe3-b28a-7452a80b309e	3bd6f4ca-ae2e-45f2-876f-d86f8da1a809.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
23cac246-f7c5-4780-aa7e-a4d0b5431306	45906cb3-d65c-474b-ac79-01c217ec44b1_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
438b6fcb-c193-49bb-8fc8-796ab701f0eb	ce2a08cd-8f72-403f-afa9-d378bc0df604.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
0dae3ae4-ff51-4e6d-8af8-1cf7b0564cc8	f46ca1cd-dbbf-4b21-a46e-2e9c3394285a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
e52a425e-d4a1-4a9e-9165-7fd2815bbbdc	e0ff105b-d0b5-4be0-a914-4fb90cc928ed_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
7635407f-e8f3-4f06-9865-e86204f4a1ef	4b4aa7f6-947e-40cf-bdf1-896f95ea6952.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
6335aed2-979e-4a67-b17a-237d0f8cb366	f08b4f84-7c3b-417d-9fa9-f7b5c55d341d.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
d37f1cef-2a11-4535-b0be-349e0f27f047	01fa76c9-5320-44b1-973f-f7cd730b3a7a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
ea44af47-9fa1-47d9-b399-c0fcd548bc3d	60f21f38-2402-4812-b77c-8dfe4a25c62f_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
6fcaf66e-cf1e-4d16-a3a0-6be33fb87080	1a5d46d0-7490-4b55-ab25-e9a440589357_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
a403e98b-acc6-4805-943f-c8d7350deb90	8a6afd05-90ca-4049-95c5-254ad2b902e8.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
f96f632b-432b-4bcf-aa5f-5defe5bfb11b	40691593-20be-45e4-a9a0-022f4ec0af92.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
418fc58a-14b6-4da7-9b2e-0af7f59a353d	e9be3078-ac94-4bfd-bc05-d4d06992aea9_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
85b31acd-c4fb-419a-873b-e27bdf9daf5c	47ca3f27-ea18-4776-bab9-4b49451d1bd3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
2c1d1d77-cac8-44c1-ade9-ce82fecce02a	796bb3e7-49fd-48e6-97e9-100b278bce33.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
0735e7e1-b502-4393-984f-46166614ed0b	eafe6cee-1a92-45db-ba4a-06cff86434db_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
19fa7dd7-3851-4141-9219-dd1139365106	b2e43118-d8a9-414b-9da5-9f015edd1ebd.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
162e5ee1-6949-4cd1-ba9f-7112ff3fd07b	f5b6c75d-9ef7-4f81-80c2-4f8ebaa1e466.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
56e3b6f2-175e-4049-a294-b71af0d3b127	a375b9bb-aa65-4e06-a767-059a3d0767b1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
0690f86f-54bd-48f2-8449-e1b8880cf22b	1ca89c33-6797-4acf-8ab8-309a0f0f9916.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
f96638b4-28ce-4259-94b4-8a2abc9f9e4b	37b8f90a-b4e5-4cac-821d-449a04b65b0e_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
257f0ef3-e5ba-4f8f-aab0-603eb17a024b	d5aec679-665a-4a5d-91ab-7b39ccbf4b3b_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
f68a373a-ad30-4db1-b9ba-ada497eeac30	b844561c-428c-4366-981e-37596d3744f1.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
6e34ac9b-7559-48c2-a945-7b6f31f271d8	6773feb7-48ec-40fe-a3bd-bf7b605bc5ae_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
a38c4031-9249-4092-bed4-36e1d5b7dd5e	c12c1ef8-7031-4067-9d8f-e158b71a1c28.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
66424daa-f6a0-4824-8258-e64fa23dd11f	edf42f05-a030-49c6-80a0-61a80e26b5ab_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
851e677b-7382-4edc-abc8-2be6f81df259	ea4db691-5d13-462a-8361-83441c4b7637.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
a6af2ccb-7acc-42f3-81d9-ee2329662eb7	d41fe06b-8733-44c9-a286-7624a6aeee8f.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
6236d282-c6e9-4281-9897-1e88db0c3b56	a6bf786b-765d-400d-a0bb-7bfc40f7fd35_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
7fe2b8c5-ca80-4b64-8781-0017476e7bf3	d2b939f5-4ec9-421c-962f-163fa9066dcf.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
792e1cbc-bf0c-4071-956a-f3dd510da5e9	c9e08be6-a0ee-42d2-86c3-5f2c5b65c8f0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
e71650a9-3895-4b23-972a-2bef95dd297a	c29309d2-c8bc-4abd-9910-a705b5a59883_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
3f60cb59-ae09-4a54-9b61-4eb08af719f8	a3e88ceb-d25f-47fc-aff8-bdbc3c1eb303.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
607f8df6-a467-4353-9a99-9c7318af1867	0b3c2407-c5d5-48be-bd4a-d3453a8e99bc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
fad81b91-4d7b-4812-ba27-acef564750d8	8fce44dd-0091-4fb5-8ae1-4334b8434ccc.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
bee0c2c7-ecb7-4217-9e62-19934fb47718	5d732f9b-92e0-4875-a0e2-166b5062e884.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
400f060c-699e-4f88-b33a-50f9d8267aab	11b989bd-f806-4611-824a-ad1e84507e05.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
50bec326-f50a-4dc1-a655-e4e12394cbfc	6f614bc8-7e5b-44c0-bb14-6ace0202a65b_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
dde864a8-f7b4-4f01-9b8b-e708b48c5cbe	f447b210-c609-4cb4-8776-ce14fadca20e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
0b459883-7fe6-4888-8957-fbf08a81c457	c409ff97-0684-4e0c-a123-83eeff00819b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
c2d69d94-7474-4c50-95ba-c714da01785b	e34f7b72-4a74-4725-8694-30343d3d4ab2_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
4a51a4a0-445b-4421-83f3-0d279ef46905	fc8ea711-f157-44cd-8e59-14c848819107.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
180e9aad-eb2f-4e02-b026-18bd9cfcc6e0	8eaddbcb-fc05-43f5-a7a5-43d2551a1375.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
90e45b7c-8b2b-42fb-b02d-47f9b713a3d2	f0439355-840f-4f82-b2e9-a6a9710ce328.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
ceab90d8-7c60-45f8-9eb4-a1599a423e8f	16a912af-c6f1-4afb-9d2a-8d565a0346ed_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
7c4646f9-8501-4015-8029-c98e367e8659	023477e1-321a-4201-a881-93ae38f7690f.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
da970cb5-0672-4608-a12c-899deb409e03	553cd0cc-5285-4f42-a50f-d783a5e6f3ad_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
eef4fe54-4fa7-4af2-8396-8a37afd021eb	39bba68f-4284-4162-8f06-0aadf5aeda35.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
82fdf4cb-15a0-4eb3-b4f4-ce6d85b8f692	06b5908c-4a64-458a-8cbc-00e0cb9ecd0e.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
280f3531-8379-4f68-9477-44745a361324	63bddede-782a-41a8-8840-60034e30ba9e_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
550daafe-f2f6-4fee-8ee0-a097010eaa73	8d1e3615-728d-48c5-8f42-e68d4f6c5c71.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
46fa819f-8e19-43b9-b90b-26ab8f8c592b	5c4bd53d-cb86-4dbd-b077-02203c7c0067_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
8e86657f-82a4-4278-acb1-39eab6332dd4	7a67a839-d0cb-4760-b990-b3df8498a600.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
da656576-d920-405f-a511-fcb4efad3fa4	ec3eeba2-2e9e-4a9c-a111-4b8bc98aeabe.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
b0c569ee-4b9a-4d19-8840-63fb907913d3	93b1695c-a15c-403c-be43-0fd4da6a9127.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
e090d85c-c3e9-4732-b22b-1a43122ddf1e	fffe0840-c4cc-49f9-9d08-e68bff62e02f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
3870ad73-710d-445b-a98b-a3b25e2c2962	631e2f94-7639-4be4-9b40-463a01ebd0cb.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
f2cf2d9f-1b55-4c6b-8e5e-8717a77fb924	9da79214-425c-405b-ae38-393f270bc8d5_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
52b10f42-c7a4-44ca-863c-f7b2f1c2c93a	3335408e-a913-46dc-afab-3038082d1e0a.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
178fe0d9-141c-4541-9c13-bd18b9aedf9f	61aa4bba-87c3-431b-95ef-71aa66a42006.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
97609ce2-10b6-43dd-8f5d-397614fff421	4ce460cc-b619-4006-92b0-edf6a6f0a885_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
898bc067-a729-4cc3-9d99-21d9a04daeea	3edcb56b-8921-42a6-9b3a-9280af8ccd3f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
aa28482b-41f9-4cd0-b932-9bbffa7c8dca	3771e88f-0c73-4e0e-bfda-8fd9126b5eaa_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
e05e512e-879b-466f-aa4c-2c0e287b2e86	3662fa35-d927-4079-940a-56043c54173c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
d07fa0fa-3751-4200-b57e-ed0efe53b75f	5fd1fc10-719b-4be1-8c38-3d19126a07ef.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
4841eca3-3217-4a24-bf72-531f8e2d1983	83ab1dec-e386-46a2-ac85-d4d58c200be0_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
f39eff56-7823-4496-b130-9156ab402529	0355cee2-d2b6-4238-8b41-a820abb00afa.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
49c8c434-b85f-4014-8164-4dc54a020877	3d2fb866-f3fc-4fd7-ac7b-8a766df7f1a6.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
fc1d3c8a-c858-4d39-8b9f-1e3a6a4bd25f	1af09702-2c61-43ed-9adb-47c20570fba2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
2d5b932d-785c-4824-979a-1266ec0d74a9	62d40a50-9f4c-488e-8d10-c51f8d65007c.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
d93d2267-725d-449f-b073-10a62f8c10d8	fc6ca07b-bdb1-4e46-9613-48ee2298c119_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
00b1de33-ff26-445b-b57c-69e7a0ecb7c6	701405d4-c4f1-4889-9b2d-1301e6d2db9b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
afae7023-7ea0-4762-9717-e633300556e8	322ed285-c371-4964-9d37-b463e44237a6.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
e2ae54ea-96f1-4404-acbc-67045f6aef4b	15a293e4-8f42-495a-82d4-0b74e0f4f7fb.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
af49f134-d3ac-42c2-9c4f-0d75a481f22e	51d4790d-3a7a-4b93-9ce6-c3b4ec737133.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
2fbbb34c-65af-4edf-8730-da89d151453f	ab8416f5-1a10-48ea-9ac8-f861e832075c.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
649e8cf2-cef6-4019-a1dd-8148aee1d093	540a7d5b-4534-4e7f-8348-57e4adcc5d64_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
22b662ee-dddc-47f1-9767-06e578a142b9	684f0969-180f-4a17-b043-4fb2364340a5_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
12ba638c-ef26-404a-865b-b8d4df538b6d	f7936274-cf86-44ea-bd5b-4b762a65e0ff.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
0d8e53c0-c44f-4420-943b-70a0910a72c3	a1e9fc89-f059-4a6e-938c-89e38a90185f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
78323ebe-8d69-4981-a848-c085c5f94af8	aa17041f-c72d-4e64-9d87-2391d6736f06.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
a81f9e4f-7a50-44d8-9b48-c9a49189d8ef	189ac76c-3391-47dd-9294-bc347c89055f.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
ec26b9bb-c089-48cc-a746-91d83c9d4d06	25e73e96-7e23-4369-9e56-be48c6bb52e5_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
d33cbe85-4584-4175-bd35-a41315e3d156	a6efe88d-2af2-44d6-9094-f02759416795.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
c52c4995-b18d-4855-9953-0083d8b73a0a	3856cdb9-e527-4779-910c-16f1de168d99.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
cfd327a3-b109-403e-866d-c8c3ee5f9e91	2544ddc4-28be-4012-b108-d2fc68e8faeb_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
15bfaa85-9369-4cf2-8d45-6a85513f9600	433e282d-6661-4cd5-8eae-78c8c331c338.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
0ce41b80-4b84-4cc4-a095-ae21f76cd554	70f5f286-830c-4567-8deb-b354c1d42941_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
618a4257-7631-493f-b953-fe4ed34d2aa4	2f65f098-06b5-41b5-a413-dfbb053389ef.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
5c77a686-9a2c-41c1-b44e-e1ac8a0ee27b	113904e4-75e4-46e8-b185-76d959abeb42.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
25e9f454-53a6-4ebf-b496-0e549815ac54	836e222a-b21f-4749-895c-7d8779841560_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
5023aac6-b508-4285-86d2-654c39810dfd	e7512f5a-6783-4e91-a50f-ff75c3c31e91.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
5c762d5f-5e23-4bea-974a-eee3797df606	8491947d-f961-48a0-8944-49ee5edddb7d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
a6dbc8fb-ec0a-4d8d-9edb-467524a8fc68	c02b5175-5cdc-4eae-b8cb-e66aff10b3d4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
5689baaf-d066-4568-bc80-c4a7823641c7	7b4e92eb-3652-47c9-9093-5141f9f90939_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
66401365-5fa2-433a-905e-b02c99ebbd48	b0f82f6a-4ed2-454d-94e0-d63710edcbdb.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
222d7531-8894-43bd-9f11-12edb2076e40	2af0e711-a536-465b-8aec-3fb435ce7a81.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
2b16ae83-93e8-4880-9e24-634c8075d4be	90acfc22-1146-4c13-90ad-bed14feb4bc2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
72a8c1de-321a-441a-bf78-9b281ef0c5e2	525ffa1e-6071-4c9a-bf45-7f3534865606.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
cdf6d586-2264-475b-84e8-55262418e9a9	0ea0f323-2f68-45e6-b969-eb50f1944890.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
87e3ff9a-0dda-4225-a016-e0ed6cf750e1	7ab032ad-6952-43fe-9e07-3458c1818ce1_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
0b0e4ff0-0c65-451d-842a-73719b9f4a64	9cf7eeca-3c78-480f-9364-e4bf55f38051.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TSV	RNA-Seq	open	MMRF-COMMPASS
187cb190-631b-4ffc-89d4-c797887966b6	4abc19f7-0715-4fb8-9322-55a43890b52e.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
55ba1e44-7669-4cfb-8c62-49773a3c0d72	1beb8b50-9c40-4422-9776-00ac48bd56d6.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
b37234e1-f6db-4cf6-8f25-49dd0e04c20d	6056ca07-bf0d-47fc-a0eb-829c1b020667.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
2ce787b6-2263-4e44-b879-77b821df76c4	9e4fdb87-2b71-4cc9-b98d-2785fc938852_wgs_gdc_realn.cr.igv.reheader.seg.txt	Copy Number Variation	Copy Number Segment	TXT	WGS	open	MMRF-COMMPASS
0795d477-ecf4-4f3b-a69e-3b4b1e8dde10	9fa09f16-2f4a-4907-8cb6-0aad2447ed2b.wxs.aliquot_ensemble_masked.maf.gz	Simple Nucleotide Variation	Masked Somatic Mutation	MAF	WXS	open	MMRF-COMMPASS
